id,lat,lon,elevation,timestamp
yl2,51.73953556,-115.565555,1582,5/22/03 20:00
yl2,51.73581,-115.5756006,1581,5/22/03 18:00
yl2,51.735425,-115.5788106,1581,5/22/03 16:00
yl2,51.73483028,-115.5803339,1582,5/22/03 14:00
yl2,51.73410639,-115.5608517,1596,5/22/03 8:00
yl2,51.7352825,-115.5538775,1597,5/22/03 6:00
yl2,51.73866028,-115.5456778,1597,5/22/03 4:00
yl2,51.73683222,-115.5470019,1559,5/22/03 0:00
yl2,51.73864361,-115.5456286,1595,5/22/03 2:00
yl2,51.74833667,-115.5600953,1625,5/23/03 8:01
yl2,51.74594611,-115.5457631,1627,5/23/03 22:00
yl2,51.74621028,-115.5476422,1633,5/23/03 20:00
yl2,51.74879361,-115.5511986,1636,5/23/03 18:00
yl2,51.74952,-115.5521186,1638,5/23/03 16:00
yl2,51.75012556,-115.5532281,1629,5/23/03 14:00
yl2,51.74999528,-115.5539411,1627,5/23/03 10:00
yl2,51.74388917,-115.56663,1625,5/23/03 6:00
yl2,51.74694028,-115.5685042,1625,5/23/03 4:00
yl2,51.7468875,-115.5684978,1616,5/23/03 2:00
yl2,51.74678917,-115.5685361,1616,5/23/03 0:01
yl2,51.75012278,-115.5534672,1627,5/23/03 12:00
yl2,51.7474425,-115.5442103,1644,5/24/03 4:00
yl2,51.73863389,-115.5891772,1613,5/24/03 12:00
yl2,51.73382889,-115.5833739,1608,5/24/03 18:00
yl2,51.73366639,-115.5887192,1610,5/24/03 16:00
yl2,51.7325175,-115.5784103,1578,5/24/03 20:00
yl2,51.73484667,-115.5893119,1612,5/24/03 14:00
yl2,51.733195,-115.5713147,1578,5/24/03 22:00
yl2,51.74832222,-115.54619,1641,5/24/03 6:00
yl2,51.74655056,-115.5442589,1635,5/24/03 2:01
yl2,51.74614194,-115.5443439,1634,5/24/03 0:01
yl2,51.73796722,-115.5867758,1613,5/24/03 10:00
yl2,51.74417306,-115.5668106,1612,5/24/03 8:01
yl2,51.73588694,-115.5795181,1581,5/25/03 16:00
yl2,51.73599472,-115.5814519,1589,5/25/03 14:00
yl2,51.73672444,-115.5823997,1613,5/25/03 12:00
yl2,51.73380333,-115.5650831,1570,5/25/03 22:00
yl2,51.73612806,-115.5717256,1576,5/25/03 20:00
yl2,51.73607278,-115.5783128,1586,5/25/03 18:00
yl2,51.73559917,-115.5823531,1604,5/25/03 4:00
